Time,Screen Name,Tweet,RT,Followers
,@mutehornsection,,,
,@linda38G,,,
,@kuriuskat,,,
,@tacomadan,,,
,@147DW,,,
,@frostgiant13,,,
,@markland2018,,,
,@LEQ79,,,
,@kujo71,,,
,@PParzival,,,
,@stanbozek,,,
,@merk_em,,,
,@Ben_Neato,,,
,@LauraAkers,,,
,@Maliheh_,,,
,@Moon___Sister,,,
,@RealHClinton,,,
,@DonnCole1,,,
,@kuriuskat,,,
,@April_shantel_,,,
,@American4lien,,,
,@zoe_blueeyesbae,,,
,@TheHorseSayz,,,
,@SebastianCONFOR,,,
,@Libertea2012,,,
,@Libertea2012,,,
,@GrenierYvonne,,,
,@idiotgallant,,,
,@LisaTLemoine2,,,
,@freetesla11,,,
,@joemcwhinney,,,
,@Maliheh_,,,
,@checkitoutbrah,,,
,@GOPSurvivalKit,,,
,@PensiveTM,,,
,@zackme83,,,
,@kuriuskat,,,
,@BrieHersh,,,
,@DJPhlly74,,,
,@GOPSurvivalKit,,,
,@MarkSalcedo84,,,
,@MrBillwej,,,
,@zoe_blueeyesbae,,,
,@amandamenendez,,,
,@TheQuoteHistory,,,
,@thejackalspeaks,,,
,@calicoskin,,,
,@mostawesomeblog,,,
,@akeleven,,,
,@tokyo_todd,,,
,@AnnetteBickford,,,
,@VanStreetDog,,,
,@DrdaveAnddee,,,
,@AnnetteBickford,,,
,@ConsiderThis1,,,
,@akeleven,,,
,@fuzzOli,,,
,@nayasala,,,
,@ealle_,,,
,@AnnetteBickford,,,
,@LivingKama,,,
,@redrabbitsnpow2,,,
,@shelby0166,,,
,@AnchorsAwayAdv,,,
,@AlexCSinger16,,,
,@Jariousb,,,
,@mostawesomeblog,,,
,@amandamenendez,,,
,@tacomadan,,,
,@AnnetteBickford,,,
,@neckolas_wallus,,,
,@Liv_Smaxx,,,
,@UC4Bernie,,,
,@s_rsantorini630,,,
,@HulaZen,,,
,@confuseddaaisy,,,
,@_ariannacamacho,,,
,@JoeMon49,,,
,@markland2018,,,
,@CesarOrteazer,,,
,@nani_booboo,,,
,@AnnetteBickford,,,
,@tenoutta10,,,
,@modernvags,,,
,@Lefty_McBlue,,,
,@gopats277,,,
,@keepmakingart,,,
,@damerontbh,,,
,@redrabbitsnpow2,,,
,@TrumpNation75,,,
,@LionelSlutz,,,
,@saramarie1987,,,
,@nani_booboo,,,
,@VanStreetDog,,,
,@GlennHeiser,,,
,@SFCHCP123,,,
,@emulsiondown,,,
,@rodadams46,,,
,@Gannon_the_Red,,,
,@LivingKama,,,
,@mrmrsnever,,,
,@PghFox,,,
,@mrmrsnever,,,
,@maharba77,,,
,@FreakPowerTix,,,
,@erinschmitt66,,,
,@osuguppy,,,
,@maharba77,,,
,@gildedforest,,,
,@Jariousb,,,
,@LivingKama,,,
,@rafie281,,,
,@TheresaSchroe14,,,
,@robb_chavez,,,
,@damerontbh,,,
,@mariluna329,,,
,@crystalfireburn,,,
,@Moon___Sister,,,
,@CallawayBOT,,,
,@marxbanter,,,
,@NoGodCanSaveYou,,,
,@shelby0166,,,
,@LauraSisuSalo,,,
,@jgobble,,,
,@EvenThat,,,
,@merlin12163,,,
,@AshHarmony,,,
,@MarchOnTheDNC,,,
,@Gannon_the_Red,,,
,@KimiG33,,,
,@rafie281,,,
,@ideasloop,,,
,@erinkmcox,,,
,@RAboyme,,,
,@Gannon_the_Red,,,
,@velvetrev,,,
,@rubies4ruth,,,
,@Hersch_McGersch,,,
,@emprestheodora,,,
,@shipman96,,,
,@LivingKama,,,
,@ineeshadvs,,,
,@OldsterLady,,,
,@_ariannacamacho,,,
,@capleen,,,
,@RedwoodGirl,,,
,@VazupitsTejlor,,,
,@nursevictoria11,,,
,@Braybraydz,,,
,@Arizonadog1,,,
,@PsyStefano,,,
,@tayslawson,,,
,@windowtothesoul,,,
,@UmarHSoaries,,,
,@Vivacious_Kayla,,,
,@WendyleaWade,,,
,@GOPSurvivalKit,,,
,@Gannon_the_Red,,,
,@Vivacious_Kayla,,,
,@keyserlynnv,,,
,@MattMacroPika,,,
,@GOPSurvivalKit,,,
,@freetesla11,,,
,@maryfranholm,,,
,@countryb4,,,
,@deadkitty77,,,
,@tjplsn,,,
,@GOPSurvivalKit,,,
,@GOPSurvivalKit,,,
,@ZBanshee,,,
,@Maliheh_,,,
,@togeika,,,
,@HayleyCunneen,,,
,@crystalfireburn,,,
,@brunorola,,,
,@RaySlamb,,,
,@AnnetteBickford,,,
,@Ohlalove_,,,
,@ND4Bernie,,,
,@Limamoro42,,,
,@madeforhire,,,
,@RaySlamb,,,
,@aheffne,,,
,@berg_313,,,
,@gildedforest,,,
,@karlasalto,,,
,@SuckMyLEFTJuan,,,
,@Quicksilver2723,,,
,@mrmrsnever,,,
,@Felt_the_Bern,,,
,@Limamoro42,,,
,@relombardo3,,,
,@aheffne,,,
,@AnnetteBickford,,,
,@SpottyIreland,,,
,@TheSolarSpirit,,,
,@txfreethinkerqt,,,
,@shakenbaker52,,,
,@itsthepath,,,
,@jexaminerai,,,
,@dirtyminds832,,,
,@BrStormer,,,
,@jeannette722,,,
,@fuzzOli,,,
,@Blunt_Doctor_RX,,,
,@UmarHSoaries,,,
,@KSP_Collins,,,
,@NMwomen4Bernie,,,
,@LongArcher_,,,
,@get_enlightened,,,
,@TheGreatShidax,,,
,@calsquared,,,
,@NMwomen4Bernie,,,
,@DispatchesUSA,,,
,@erperez_,,,
,@RaySlamb,,,
,@WendyleaWade,,,
,@Ae4Bernie,,,
,@SFCHCP123,,,
,@PaulRose32,,,
,@jeannette722,,,
,@Dahlgrenvb,,,
,@KimMoor06758895,,,
,@BlueUpali,,,
,@BrodieAvL,,,
,@preparedpatrio1,,,
,@PaulRose32,,,
,@hairymelvin,,,
,@lish0531,,,
,@Soozieceu,,,
,@Wally2k316,,,
,@BrStormer,,,
,@StartinNow,,,
,@ladybugpicnics,,,
,@MagJane1,,,
,@Burbankers,,,
,@JamesMArcher,,,
,@cdamiconyc,,,
,@valerie_cullins,,,
,@BestCardReaders,,,
,@NoTAGAMEzQ,,,
,@Lefty_McBlue,,,
,@Burbankers,,,
,@UvKLvr47,,,
,@Ron___Wilson,,,
,@ANADIRECTION15,,,
,@ArniePyeNthaSky,,,
,@NMwomen4Bernie,,,
,@OVERCOMER2TEN,,,
,@valerie_cullins,,,
,@NMwomen4Bernie,,,
,@dfletterhowe,,,
,@mobygrapefan,,,
,@Sniderfamily5,,,
,@cainsolo,,,
,@NMwomen4Bernie,,,
,@CKHyppolite,,,
,@bernie_shirts,,,
,@Taylor_Sara27,,,
